FileName,GCPLocation
DSC01798.JPG,"[[584.4527346641753, 2971.33769443807]]"
DSC01886.JPG,"[[1732.2703848536325, 623.521196476154]]"
DSC02209.JPG,"[[3655.0211144788664, 1165.170883709838]]"
DSC02407.JPG,"[[2968.164699754796, 2780.366501484092]]"
DSC02426.JPG,"[[3339.479862578569, 1346.4292485476676]]"
